batter,bowler,runs,balls,fours,sixes,dismissals
A Ashish Reddy,A Nehra,7,8,1,0,1
A Ashish Reddy,AB Dinda,9,7,1,0,0
A Ashish Reddy,AD Mathews,25,12,1,2,0
A Ashish Reddy,AD Russell,4,3,0,0,0
A Ashish Reddy,Anureet Singh,2,2,0,0,0
A Ashish Reddy,Azhar Mahmood,2,3,0,0,0
A Ashish Reddy,B Kumar,1,1,0,0,0
A Ashish Reddy,BW Hilfenhaus,2,2,0,0,1
A Ashish Reddy,CH Morris,11,5,0,1,0
A Ashish Reddy,DJ Bravo,24,13,3,1,1
A Ashish Reddy,Harbhajan Singh,11,8,0,1,0
A Ashish Reddy,Imran Tahir,2,2,0,0,0
A Ashish Reddy,J Botha,0,2,0,0,0
A Ashish Reddy,JEC Franklin,3,3,0,0,0
A Ashish Reddy,JP Duminy,1,1,0,0,0
A Ashish Reddy,JP Faulkner,2,2,0,0,0
A Ashish Reddy,KA Pollard,3,3,0,0,1
A Ashish Reddy,KK Cooper,8,5,1,0,0
A Ashish Reddy,M Kartik,6,8,0,0,0
A Ashish Reddy,M Morkel,5,5,0,0,1
A Ashish Reddy,MG Johnson,7,3,1,0,0
A Ashish Reddy,MM Patel,0,2,0,0,1
A Ashish Reddy,MM Sharma,7,2,0,1,0
A Ashish Reddy,MR Marsh,3,3,0,0,0
A Ashish Reddy,MS Gony,5,4,1,0,0
A Ashish Reddy,NM Coulter-Nile,0,1,0,0,0
A Ashish Reddy,P Awana,0,2,0,0,1
A Ashish Reddy,P Kumar,6,4,1,0,0
A Ashish Reddy,PP Chawla,2,2,0,0,0
A Ashish Reddy,PV Tambe,3,4,0,0,0
A Ashish Reddy,Parvez Rasool,18,9,2,1,0
A Ashish Reddy,R Vinay Kumar,14,10,0,1,2
A Ashish Reddy,RJ Peterson,7,5,0,1,0
A Ashish Reddy,RP Singh,1,2,0,0,1
A Ashish Reddy,SL Malinga,3,4,0,0,0
A Ashish Reddy,SMSM Senanayake,3,4,0,0,1
A Ashish Reddy,SP Narine,1,1,0,0,0
A Ashish Reddy,SR Watson,3,5,0,0,1
A Ashish Reddy,STR Binny,4,4,0,0,1
A Ashish Reddy,SW Tait,10,4,2,0,0
A Ashish Reddy,Sandeep Sharma,13,3,0,2,0
A Ashish Reddy,TG Southee,9,4,0,1,0
A Ashish Reddy,UT Yadav,20,9,2,1,0
A Ashish Reddy,YS Chahal,13,7,0,2,0
A Badoni,A Zampa,2,3,0,0,1
A Badoni,AD Russell,22,13,0,1,0
A Badoni,AR Patel,11,11,0,0,0
A Badoni,AS Joseph,5,4,1,0,0
A Badoni,AS Roy,22,11,1,2,1
A Badoni,Akash Madhwal,0,4,0,0,1
A Badoni,Arshdeep Singh,21,19,2,0,1
A Badoni,Ashok Sharma,5,2,1,0,0
A Badoni,Ashwani Kumar,4,2,1,0,1
A Badoni,Avesh Khan,2,2,0,0,0
A Badoni,Azmatullah Omarzai,45,21,3,4,0
A Badoni,B Kumar,4,4,0,0,0
A Badoni,C Bosch,6,6,1,0,0
A Badoni,C Green,2,2,0,0,0
A Badoni,C Sakariya,13,4,0,2,1
A Badoni,CV Varun,20,19,1,1,1
A Badoni,DG Nalkande,2,1,0,0,0
A Badoni,DJ Bravo,5,4,0,0,0
A Badoni,DJ Willey,6,4,1,0,0
A Badoni,DL Chahar,27,10,1,2,0
A Badoni,E Malinga,0,2,0,0,1
A Badoni,G Coetzee,5,5,1,0,0
A Badoni,GJ Maxwell,5,6,0,0,0
A Badoni,Gurnoor Brar,10,3,1,1,0
A Badoni,HH Pandya,20,14,2,1,0
A Badoni,HV Patel,11,9,1,0,0
A Badoni,Harpreet Brar,2,3,0,0,0
A Badoni,Harsh Dubey,0,1,0,0,1
A Badoni,Harshit Rana,7,7,1,0,0
A Badoni,I Sharma,10,9,1,0,0
A Badoni,J Overton,13,5,0,2,0
A Badoni,JC Archer,0,2,0,0,1
A Badoni,JD Unadkat,4,6,0,0,0
A Badoni,JJ Bumrah,3,5,0,0,0
A Badoni,JO Holder,0,1,0,0,0
A Badoni,JR Hazlewood,7,11,1,0,2
A Badoni,K Rabada,8,8,1,0,1
A Badoni,KH Pandya,12,8,0,1,0
A Badoni,KK Ahmed,12,5,1,1,0
A Badoni,KR Sen,2,2,0,0,0
A Badoni,KV Sharma,28,12,2,2,0
A Badoni,Kartik Tyagi,18,10,2,1,0
A Badoni,Kuldeep Yadav,13,14,0,0,1
A Badoni,LH Ferguson,23,14,1,2,0
A Badoni,LS Livingstone,6,2,0,1,1
A Badoni,M Jansen,44,24,5,2,0
A Badoni,M Pathirana,10,10,0,0,0
A Badoni,M Prasidh Krishna,3,8,0,0,1
A Badoni,M Theekshana,35,18,1,2,0
A Badoni,MA Starc,7,6,1,0,0
A Badoni,MJ Santner,15,8,3,0,0
A Badoni,MM Ali,6,7,0,0,0
A Badoni,MM Sharma,23,12,3,1,1
A Badoni,MP Stoinis,4,7,0,0,0
A Badoni,Mohammed Shami,16,11,1,1,0
A Badoni,Mohammed Siraj,21,21,3,0,0
A Badoni,Mukesh Choudhary,7,3,0,1,0
A Badoni,Mukesh Kumar,43,24,8,0,1
A Badoni,N Burger,0,1,0,0,1
A Badoni,N Thushara,4,3,0,0,0
A Badoni,Navdeep Saini,15,6,3,0,0
A Badoni,Noor Ahmad,7,6,0,0,0
A Badoni,PJ Cummins,10,7,1,0,0
A Badoni,PP Chawla,2,4,0,0,0
A Badoni,PVD Chameera,8,4,1,0,0
A Badoni,PWH de Silva,14,13,0,1,0
A Badoni,R Ashwin,11,8,1,0,0
A Badoni,R Sai Kishore,11,4,1,1,1
A Badoni,R Shepherd,29,14,3,2,0
A Badoni,RA Jadeja,9,10,1,0,1
A Badoni,RD Chahar,12,9,1,0,0
A Badoni,RJW Topley,0,2,0,0,0
A Badoni,RP Meredith,9,4,0,1,1
A Badoni,RS Hangargekar,5,3,0,0,0
A Badoni,Rashid Khan,31,30,1,1,1
A Badoni,Rasikh Salam,5,3,1,0,1
A Badoni,S Dube,7,2,0,1,0
A Badoni,SH Johnson,5,2,1,0,0
A Badoni,SM Curran,18,14,0,1,1
A Badoni,SN Thakur,10,3,1,1,0
A Badoni,SP Narine,42,48,3,1,3
A Badoni,Sandeep Sharma,21,12,3,0,0
A Badoni,Shivam Mavi,1,1,0,0,0
A Badoni,Shivang Kumar,6,5,0,0,0
A Badoni,Simarjeet Singh,4,2,1,0,0
A Badoni,Suyash Sharma,18,12,2,0,0
A Badoni,T Natarajan,38,20,7,0,1
A Badoni,T Stubbs,2,3,0,0,1
A Badoni,TA Boult,7,13,0,0,3
A Badoni,TG Southee,3,6,0,0,0
A Badoni,TU Deshpande,23,19,2,0,2
A Badoni,V Puthur,5,4,0,0,0
A Badoni,V Viyaskanth,5,2,1,0,0
A Badoni,VG Arora,9,5,0,1,0
A Badoni,VR Aaron,2,3,0,0,1
A Badoni,Vijaykumar Vyshak,43,18,5,3,1
A Badoni,WD Parnell,7,5,1,0,1
A Badoni,WG Jacks,3,3,0,0,0
A Badoni,Washington Sundar,9,7,1,0,0
A Badoni,XC Bartlett,12,5,1,1,0
A Badoni,YS Chahal,18,19,0,1,3
A Badoni,Yash Dayal,0,1,0,0,1
A Chandila,R Rampaul,1,2,0,0,0
A Chandila,R Vinay Kumar,1,2,0,0,0
A Chandila,RP Singh,2,2,0,0,0
A Chandila,V Pratap Singh,0,1,0,0,0
A Chopra,DP Vijaykumar,1,5,0,0,0
A Chopra,DW Steyn,1,4,0,0,1
A Chopra,GD McGrath,2,4,0,0,0
A Chopra,Harmeet Singh,4,7,1,0,0
A Chopra,JR Hopes,1,2,0,0,1
A Chopra,PJ Sangwan,6,9,1,0,1
A Chopra,PP Chawla,1,1,0,0,0
A Chopra,PP Ojha,3,6,0,0,1
A Chopra,RP Singh,9,5,1,0,0
A Chopra,SB Bangar,9,4,2,0,0
A Chopra,SB Styris,5,7,1,0,0
A Chopra,SM Pollock,1,4,0,0,0
A Chopra,VY Mahesh,5,4,1,0,0
A Chopra,WPUJC Vaas,1,2,0,0,0
A Chopra,Y Venugopal Rao,3,6,0,0,0
A Chopra,Z Khan,1,1,0,0,0
A Choudhary,AJ Tye,2,3,0,0,0
A Choudhary,AR Patel,2,2,0,0,0
A Choudhary,BCJ Cutting,6,2,0,1,0
A Choudhary,Basil Thampi,8,4,1,0,0
A Choudhary,JP Faulkner,5,5,0,0,0
A Choudhary,MM Sharma,2,4,0,0,1
A Dananjaya,Mohammed Shami,2,3,0,0,0
A Dananjaya,TA Boult,2,2,0,0,0
A Flintoff,A Nehra,3,4,0,0,1
A Flintoff,DJ Bravo,13,6,1,1,0
A Flintoff,DL Vettori,4,6,0,0,0
A Flintoff,DP Nannes,0,1,0,0,0
A Flintoff,DW Steyn,14,7,1,1,0
A Flintoff,Harbhajan Singh,2,5,0,0,1
A Flintoff,KP Pietersen,6,4,1,0,0
A Flintoff,MK Tiwary,3,3,0,0,0
A Flintoff,P Kumar,2,2,0,0,0
A Flintoff,PJ Sangwan,6,3,1,0,0
A Flintoff,RR Raje,1,1,0,0,0
A Flintoff,SL Malinga,0,3,0,0,0
A Flintoff,ST Jayasuriya,7,4,1,0,0
A Flintoff,Z Khan,1,4,0,0,0
A Kamboj,AD Russell,4,1,1,0,0
A Kamboj,Abhinandan Singh,2,2,0,0,0
A Kamboj,Akash Madhwal,5,3,1,0,0
A Kamboj,B Kumar,4,4,0,0,0
A Kamboj,E Malinga,1,1,0,0,0
A Kamboj,HV Patel,2,3,0,0,0
A Kamboj,Harshit Rana,2,2,0,0,0
A Kamboj,JA Duffy,12,5,1,1,0
A Kamboj,M Prasidh Krishna,12,4,1,1,0
A Kamboj,N Burger,5,3,1,0,0
A Kamboj,Nithish Kumar Reddy,9,3,0,1,0
A Kamboj,PJ Cummins,0,1,0,0,1
A Kamboj,PP Hinge,2,2,0,0,0
A Kamboj,Rashid Khan,7,4,0,1,1
A Kamboj,Ravi Bishnoi,0,3,0,0,0
A Kamboj,Sakib Hussain,1,1,0,0,0
A Kamboj,Sandeep Sharma,2,3,0,0,0
A Kamboj,Suyash Sharma,1,1,0,0,0
A Kamboj,VG Arora,3,3,0,0,0
A Kamboj,YS Chahal,0,1,0,0,1
A Kumble,A Flintoff,1,2,0,0,0
A Kumble,A Mishra,1,1,0,0,0
A Kumble,AB McDonald,1,1,0,0,0
A Kumble,CRD Fernando,1,2,0,0,0
A Kumble,DJ Bravo,5,3,1,0,0
A Kumble,Harbhajan Singh,1,2,0,0,0
A Kumble,Harmeet Singh,1,2,0,0,0
A Kumble,IK Pathan,6,6,1,0,0
A Kumble,JA Morkel,2,1,0,0,0
A Kumble,M Muralitharan,0,3,0,0,0
A Kumble,PP Chawla,1,4,0,0,0
A Kumble,R McLaren,1,3,0,0,0
A Kumble,RA Jadeja,2,3,0,0,0
A Kumble,RJ Harris,1,2,0,0,0
A Kumble,RP Singh,2,2,0,0,0
A Kumble,SK Warne,5,3,1,0,0
A Kumble,SL Malinga,1,1,0,0,0
A Kumble,Sohail Tanvir,1,2,0,0,1
A Kumble,VRV Singh,2,3,0,0,0
A Kumble,YA Abdulla,0,1,0,0,1
A Manohar,A Mishra,1,3,0,0,1
A Manohar,A Nortje,2,2,0,0,0
A Manohar,A Zampa,7,4,0,1,1
A Manohar,AD Russell,0,1,0,0,1
A Manohar,AR Patel,12,12,0,1,0
A Manohar,Avesh Khan,10,4,2,0,0
A Manohar,B Kumar,16,11,1,1,1
A Manohar,C Green,13,3,0,2,0
A Manohar,DS Rathi,1,2,0,0,0
A Manohar,HH Pandya,13,7,1,1,0
A Manohar,I Sharma,2,3,0,0,0
A Manohar,JDS Neesham,10,7,1,0,0
A Manohar,JJ Bumrah,16,12,1,1,0
A Manohar,JP Behrendorff,4,4,0,0,0
A Manohar,K Kartikeya,1,3,0,0,1
A Manohar,KH Pandya,2,2,0,0,0
A Manohar,KK Ahmed,2,10,0,0,1
A Manohar,KR Sen,5,3,1,0,1
A Manohar,Kuldeep Yadav,13,19,0,0,1
A Manohar,M Jansen,7,6,1,0,0
A Manohar,M Theekshana,3,6,0,0,1
A Manohar,MJ Santner,5,12,0,0,0
A Manohar,MM Sharma,1,1,0,0,0
A Manohar,Mukesh Choudhary,9,6,2,0,0
A Manohar,Mukesh Kumar,2,3,0,0,0
A Manohar,Mustafizur Rahman,1,2,0,0,1
A Manohar,PP Chawla,19,10,2,1,0
A Manohar,PVD Chameera,5,3,1,0,0
A Manohar,R Ashwin,7,8,1,0,0
A Manohar,R Parag,1,2,0,0,0
A Manohar,R Shepherd,4,6,0,0,1
A Manohar,RP Meredith,7,4,1,0,1
A Manohar,Ravi Bishnoi,1,2,0,0,0
A Manohar,SN Thakur,0,2,0,0,1
A Manohar,SP Narine,1,2,0,0,0
A Manohar,Sandeep Sharma,2,2,0,0,0
A Manohar,Shivam Mavi,2,2,0,0,0
A Manohar,Suyash Sharma,0,1,0,0,1
A Manohar,T Natarajan,11,4,1,1,0
A Manohar,T Stubbs,4,3,1,0,1
A Manohar,TA Boult,25,11,0,3,1
A Manohar,TG Southee,0,1,0,0,0
A Manohar,TU Deshpande,0,1,0,0,1
A Manohar,UT Yadav,13,5,3,0,0
A Manohar,Umran Malik,9,6,2,0,1
A Manohar,YS Chahal,23,12,1,2,1
A Mhatre,AR Patel,13,9,0,1,0
A Mhatre,AS Roy,6,6,1,0,0
A Mhatre,Arshad Khan,28,6,2,3,0
A Mhatre,Arshdeep Singh,8,7,1,0,0
A Mhatre,Ashwani Kumar,17,4,1,2,0
A Mhatre,B Kumar,38,14,6,2,1
A Mhatre,C Green,20,5,2,2,0
A Mhatre,DL Chahar,13,8,3,0,1
A Mhatre,HV Patel,1,1,0,0,0
A Mhatre,JA Duffy,1,1,0,0,0
A Mhatre,JD Unadkat,9,5,2,0,0
A Mhatre,KH Pandya,15,11,1,1,0
A Mhatre,KT Maphaka,10,5,2,0,0
A Mhatre,Kuldeep Yadav,14,6,1,1,0
A Mhatre,L Ngidi,18,14,1,1,1
A Mhatre,M Jansen,19,14,1,2,1
A Mhatre,M Prasidh Krishna,0,4,0,0,1
A Mhatre,MJ Santner,2,3,0,0,0
A Mhatre,MP Stoinis,13,4,0,2,0
A Mhatre,Mohammed Shami,10,8,2,0,0
A Mhatre,Mohammed Siraj,6,7,1,0,0
A Mhatre,Mukesh Kumar,3,5,0,0,0
A Mhatre,N Burger,0,1,0,0,1
A Mhatre,Nithish Kumar Reddy,3,5,0,0,1
A Mhatre,PJ Cummins,10,5,2,0,1
A Mhatre,PP Hinge,22,6,4,1,0
A Mhatre,R Shepherd,17,5,1,2,0
A Mhatre,Sakib Hussain,5,2,1,0,0
A Mhatre,Suyash Sharma,12,8,1,0,0
A Mhatre,T Natarajan,15,7,1,1,0
A Mhatre,TU Deshpande,21,11,5,0,1
A Mhatre,VG Arora,12,8,3,0,2
A Mhatre,Vijaykumar Vyshak,18,10,2,1,1
A Mhatre,XC Bartlett,14,5,3,0,0
A Mhatre,YS Chahal,7,8,0,0,0
A Mhatre,Yash Dayal,8,7,0,0,0
A Mhatre,Yudhvir Singh,12,4,1,1,0
A Mishra,A Nehra,3,2,0,0,0
A Mishra,A Singh,2,2,0,0,0
A Mishra,A Symonds,0,1,0,0,1
A Mishra,AB Agarkar,3,4,0,0,0
A Mishra,AB Dinda,18,14,2,0,0
A Mishra,AD Mathews,6,8,0,0,0
A Mishra,AG Murtaza,3,3,0,0,0
A Mishra,AN Ahmed,3,4,0,0,0
A Mishra,Azhar Mahmood,7,4,1,0,0
A Mishra,B Lee,2,2,0,0,0
A Mishra,BA Stokes,2,4,0,0,0
A Mishra,BB Sran,1,2,0,0,0
A Mishra,Basil Thampi,8,2,2,0,0
A Mishra,CH Morris,3,5,0,0,0
A Mishra,CRD Fernando,2,3,0,0,1
A Mishra,D Wiese,1,1,0,0,0
A Mishra,DE Bollinger,2,5,0,0,1
A Mishra,DJ Bravo,9,9,1,0,0
A Mishra,DL Chahar,6,2,1,0,0
A Mishra,DS Kulkarni,2,3,0,0,0
A Mishra,GB Hogg,1,6,0,0,1
A Mishra,HH Pandya,4,3,0,0,0
A Mishra,HV Patel,11,14,1,0,1
A Mishra,Harbhajan Singh,13,15,1,0,0
A Mishra,Harmeet Singh,0,1,0,0,1
A Mishra,I Sharma,1,3,0,0,0
A Mishra,IK Pathan,7,6,0,0,0
A Mishra,Imran Tahir,1,3,0,0,1
A Mishra,Iqbal Abdulla,13,9,2,0,0
A Mishra,J Theron,3,4,0,0,0
A Mishra,JA Morkel,1,2,0,0,0
A Mishra,JD Unadkat,18,7,0,2,0
A Mishra,JH Kallis,7,7,0,0,0
A Mishra,JJ Bumrah,1,5,0,0,1
A Mishra,JO Holder,11,10,2,0,0
A Mishra,JP Duminy,12,3,1,1,0
A Mishra,JP Faulkner,0,3,0,0,1
A Mishra,JR Hazlewood,1,1,0,0,0
A Mishra,KA Pollard,4,10,0,0,1
A Mishra,KK Ahmed,1,2,0,0,0
A Mishra,KK Cooper,3,6,0,0,0
A Mishra,KV Sharma,6,15,0,0,0
A Mishra,Kamran Khan,0,1,0,0,1
A Mishra,L Ablish,3,3,0,0,0
A Mishra,L Balaji,23,14,3,1,0
A Mishra,LR Shukla,0,1,0,0,1
A Mishra,M Morkel,12,10,1,0,0
A Mishra,MA Starc,1,3,0,0,1
A Mishra,MG Johnson,1,2,0,0,0
A Mishra,MJ McClenaghan,0,1,0,0,0
A Mishra,MK Lomror,1,1,0,0,0
A Mishra,MM Patel,32,17,7,0,1
A Mishra,MM Sharma,0,1,0,0,0
A Mishra,MR Marsh,8,7,1,0,1
A Mishra,Mohammed Siraj,5,3,1,0,0
A Mishra,NLTC Perera,0,1,0,0,0
A Mishra,P Awana,1,1,0,0,0
A Mishra,P Negi,9,6,0,1,1
A Mishra,PC Valthaty,0,1,0,0,1
A Mishra,PP Chawla,3,4,0,0,0
A Mishra,PP Ojha,2,6,0,0,0
A Mishra,PWH de Silva,0,5,0,0,0
A Mishra,R Ashwin,5,12,0,0,1
A Mishra,R Bhatia,1,1,0,0,0
A Mishra,R Dhawan,1,1,0,0,0
A Mishra,R Sharma,5,5,0,0,0
A Mishra,R Vinay Kumar,1,2,0,0,0
A Mishra,RA Jadeja,1,1,0,0,0
A Mishra,RP Singh,2,3,0,0,0
A Mishra,SC Ganguly,14,15,1,0,0
A Mishra,SK Trivedi,14,15,1,0,1
A Mishra,SK Warne,2,4,0,0,0
A Mishra,SL Malinga,5,14,0,0,2
A Mishra,SP Narine,1,1,0,0,0
A Mishra,SR Watson,7,12,1,0,0
A Mishra,ST Jayasuriya,1,1,0,0,0
A Mishra,STR Binny,2,6,0,0,0
A Mishra,Sandeep Sharma,2,3,0,0,0
A Mishra,TG Southee,1,2,0,0,0
A Mishra,TS Mills,4,4,0,0,0
A Mishra,UT Yadav,6,5,1,0,0
A Mishra,VR Aaron,2,6,0,0,0
A Mishra,WPUJC Vaas,0,1,0,0,0
A Mithun,A Mishra,0,1,0,0,1
A Mithun,DJ Bravo,0,2,0,0,1
A Mithun,DL Vettori,5,3,1,0,0
A Mithun,M Morkel,0,2,0,0,1
A Mithun,PC Valthaty,3,3,0,0,0
A Mithun,PP Chawla,1,1,0,0,0
A Mithun,R Ashwin,2,2,0,0,0
A Mithun,RJ Harris,12,6,1,1,1
A Mithun,SK Raina,9,4,2,0,0
A Mithun,SP Narine,2,2,0,0,1
A Mukund,A Chandila,5,4,0,0,0
A Mukund,JP Faulkner,3,6,0,0,0
A Mukund,S Sreesanth,1,1,0,0,0
A Mukund,SK Trivedi,1,3,0,0,1
A Mukund,SR Watson,9,7,1,0,0
A Mukund,Sohail Tanvir,0,1,0,0,1
A Nehra,AD Mascarenhas,2,2,0,0,0
A Nehra,AD Russell,1,3,0,0,0
A Nehra,DJ Bravo,0,1,0,0,1
A Nehra,GB Hogg,0,1,0,0,0
A Nehra,Harmeet Singh,7,6,1,0,0
A Nehra,IK Pathan,1,9,0,0,1
A Nehra,J Theron,1,2,0,0,0
A Nehra,Joginder Sharma,1,2,0,0,0
A Nehra,KA Pollard,0,1,0,0,1
A Nehra,MA Starc,0,2,0,0,0
A Nehra,MG Johnson,1,2,0,0,0
A Nehra,MR Marsh,4,3,1,0,0
A Nehra,NLTC Perera,0,1,0,0,1
A Nehra,NM Coulter-Nile,1,1,0,0,0
A Nehra,P Awana,0,2,0,0,0
A Nehra,R Sharma,7,3,0,1,0
A Nehra,S Sreesanth,0,2,0,0,0
A Nehra,SL Malinga,0,3,0,0,1
A Nehra,SP Narine,0,1,0,0,1
A Nehra,STR Binny,7,4,1,0,0
A Nehra,SW Tait,2,4,0,0,0
A Nehra,VRV Singh,1,2,0,0,0
A Nehra,WPUJC Vaas,3,3,0,0,0
A Nortje,AD Russell,0,2,0,0,1
A Nortje,CJ Jordan,3,1,0,0,0
A Nortje,HV Patel,7,4,1,0,0
A Nortje,KK Ahmed,3,2,0,0,0
A Nortje,L Ngidi,0,1,0,0,1
A Nortje,M Pathirana,0,1,0,0,0
A Nortje,M Theekshana,0,3,0,0,0
A Nortje,MM Sharma,2,3,0,0,0
A Nortje,Mohammed Shami,4,2,1,0,0
A Nortje,Mohammed Siraj,6,3,1,0,0
A Nortje,RP Meredith,5,3,1,0,1
A Nortje,Rashid Khan,1,3,0,0,0
A Nortje,SP Narine,1,2,0,0,0
A Nortje,Sandeep Sharma,0,1,0,0,1
A Nortje,Simarjeet Singh,1,3,0,0,0
A Nortje,T Natarajan,3,7,0,0,2
A Nortje,VG Arora,3,2,0,0,0
A Nortje,Vijaykumar Vyshak,1,1,0,0,0
A Nortje,WD Parnell,9,6,2,0,0
A Raghuvanshi,A Nortje,16,7,3,0,1
A Raghuvanshi,AJ Hosein,15,11,1,1,1
A Raghuvanshi,AM Ghazanfar,10,4,1,1,0
A Raghuvanshi,AR Patel,17,15,2,0,1
A Raghuvanshi,Abhishek Sharma,16,9,0,2,0
A Raghuvanshi,Akash Madhwal,1,1,0,0,0
A Raghuvanshi,Arshdeep Singh,9,11,1,0,0
A Raghuvanshi,Ashwani Kumar,7,3,0,1,0
A Raghuvanshi,Avesh Khan,28,14,3,2,1
A Raghuvanshi,B Kumar,6,6,0,0,0
A Raghuvanshi,DA Payne,2,2,0,0,0
A Raghuvanshi,DL Chahar,14,5,3,0,0
A Raghuvanshi,DS Rathi,3,4,0,0,0
A Raghuvanshi,E Malinga,26,18,2,2,1
A Raghuvanshi,GJ Maxwell,2,5,0,0,0
A Raghuvanshi,Gurjapneet Singh,5,2,1,0,0
A Raghuvanshi,HH Pandya,5,5,1,0,2
A Raghuvanshi,HV Patel,17,11,3,0,0
A Raghuvanshi,Harsh Dubey,11,12,1,0,0
A Raghuvanshi,I Sharma,7,3,0,1,0
A Raghuvanshi,JA Duffy,18,9,2,1,0
A Raghuvanshi,JC Archer,7,10,1,0,1
A Raghuvanshi,JD Unadkat,20,10,4,0,0
A Raghuvanshi,JJ Bumrah,9,9,1,0,0
A Raghuvanshi,JO Holder,17,12,1,1,0
A Raghuvanshi,JR Hazlewood,16,11,1,1,0
A Raghuvanshi,K Rabada,12,8,1,1,1
A Raghuvanshi,KH Pandya,31,25,0,2,0
A Raghuvanshi,KK Ahmed,1,3,0,0,0
A Raghuvanshi,KR Sen,1,3,0,0,1
A Raghuvanshi,Kuldeep Yadav,5,7,0,0,0
A Raghuvanshi,LS Livingstone,4,5,0,0,0
A Raghuvanshi,M Jansen,8,6,2,0,0
A Raghuvanshi,M Prasidh Krishna,5,2,1,0,0
A Raghuvanshi,M Siddharth,8,9,1,0,1
A Raghuvanshi,M Theekshana,18,11,1,1,0
A Raghuvanshi,MP Stoinis,1,1,0,0,0
A Raghuvanshi,MR Marsh,4,4,0,0,0
A Raghuvanshi,Mohammed Shami,13,11,2,0,0
A Raghuvanshi,Mohammed Siraj,36,17,3,3,0
A Raghuvanshi,Mohsin Khan,12,7,1,1,1
A Raghuvanshi,Mustafizur Rahman,10,8,2,0,0
A Raghuvanshi,N Burger,2,3,0,0,0
A Raghuvanshi,N Rana,6,3,1,0,0
A Raghuvanshi,N Thushara,12,4,0,2,1
A Raghuvanshi,Naveen-ul-Haq,5,3,1,0,0
A Raghuvanshi,Nithish Kumar Reddy,3,4,0,0,0
A Raghuvanshi,Noor Ahmad,7,5,1,0,1
A Raghuvanshi,PHKD Mendis,1,3,0,0,1
A Raghuvanshi,PJ Cummins,14,14,1,0,0
A Raghuvanshi,PVD Chameera,5,4,1,0,1
A Raghuvanshi,PWH de Silva,27,17,4,0,0
A Raghuvanshi,Prince Yadav,8,8,1,0,0
A Raghuvanshi,R Ashwin,3,3,0,0,0
A Raghuvanshi,R Parag,15,11,1,0,0
A Raghuvanshi,R Sai Kishore,13,7,0,1,0
A Raghuvanshi,RA Jadeja,0,5,0,0,2
A Raghuvanshi,Rashid Khan,27,13,3,1,0
A Raghuvanshi,Rasikh Salam,33,16,4,2,0
A Raghuvanshi,Ravi Bishnoi,16,14,2,0,0
A Raghuvanshi,SN Thakur,21,12,2,1,0
A Raghuvanshi,Sakib Hussain,5,6,0,0,0
A Raghuvanshi,Sandeep Sharma,3,3,0,0,0
A Raghuvanshi,Shivang Kumar,25,19,3,0,1
A Raghuvanshi,Simarjeet Singh,13,5,1,1,0
A Raghuvanshi,Sumit Kumar,16,8,1,1,0
A Raghuvanshi,Suyash Sharma,10,4,2,0,0
A Raghuvanshi,TA Boult,31,17,5,0,0
A Raghuvanshi,TU Deshpande,2,4,0,0,0
A Raghuvanshi,V Nigam,23,11,1,2,0
A Raghuvanshi,XC Bartlett,23,10,2,1,0
A Raghuvanshi,YS Chahal,14,10,2,0,1
A Raghuvanshi,Yash Dayal,4,5,0,0,2
A Raghuvanshi,Yash Raj Punja,1,2,0,0,0
A Raghuvanshi,Yash Thakur,8,6,0,1,0
A Raghuvanshi,Yudhvir Singh,0,1,0,0,1
A Raghuvanshi,Zeeshan Ansari,16,10,1,1,0
A Singh,A Mishra,0,1,0,0,1
A Singh,AB Agarkar,1,2,0,0,0
A Singh,DE Bollinger,1,1,0,0,0
A Singh,KA Pollard,0,2,0,0,1
A Singh,SK Raina,0,1,0,0,1
A Singh,Shakib Al Hasan,0,2,0,0,1
A Symonds,A Kumble,13,13,1,0,2
A Symonds,A Mishra,60,42,1,5,3
A Symonds,A Nehra,2,2,0,0,0
A Symonds,AB Agarkar,27,19,1,1,1
A Symonds,AB Dinda,0,2,0,0,0
A Symonds,AC Thomas,2,4,0,0,0
A Symonds,AD Mathews,7,8,0,0,0
A Symonds,AL Menaria,1,1,0,0,0
A Symonds,AP Dole,3,4,0,0,0
A Symonds,Anand Rajan,1,2,0,0,0
A Symonds,B Akhil,2,2,0,0,0
A Symonds,B Lee,6,8,0,0,0
A Symonds,BA Bhatt,2,4,0,0,0
A Symonds,BJ Hodge,1,2,0,0,0
A Symonds,Bipul Sharma,14,8,0,1,0
A Symonds,CH Gayle,1,2,0,0,1
A Symonds,CK Langeveldt,1,3,0,0,0
A Symonds,D Salunkhe,7,2,0,1,0
A Symonds,DE Bollinger,8,8,1,0,0
A Symonds,DJ Bravo,5,3,1,0,0
A Symonds,DJ Hussey,19,9,1,2,0
A Symonds,DP Nannes,26,14,4,0,0
A Symonds,DT Christian,11,12,1,0,0
A Symonds,DW Steyn,36,23,4,1,1
A Symonds,GD McGrath,8,5,2,0,0
A Symonds,I Sharma,13,15,1,0,1
A Symonds,IK Pathan,16,10,1,1,0
A Symonds,J Botha,1,3,0,0,1
A Symonds,J Theron,1,2,0,0,1
A Symonds,JA Morkel,24,18,2,1,0
A Symonds,JE Taylor,3,3,0,0,1
A Symonds,JH Kallis,29,17,4,1,0
A Symonds,JM Kemp,1,5,0,0,0
